2026-01-24 00:26:24,Sports,200.0,Pickleball
2026-01-24 00:26:45,Sports,150.0,Cricket
2026-01-24 00:27:05,Food,520.0,Jassi de parathe
2026-01-24 00:27:33,Petrol,200.0,Activa
